,id,link,type,title,text,area_text,area_name,num_areas,city
209,1549,https://districtr.org/COI/30273,coi,Unincorporated Suburban St Charles Co,"Unincorporated Suburban areas of St Charles County, Suburban unincorporated areas, without city services","Suburban unincorporated areas, without city services",LWV SD02 SD23 Unincorporated Suburban areas of St Charles County,1,O'Fallon
212,1413,https://districtr.org/COI/30278,coi,Frisco League,These are small districts that have common academic and sports leagues. They are a cooperative of smaller school districts,These are small districts that have common academic and sports leagues. They are a cooperative of smaller school districts,Frisco League Schools,1,Waynesville
213,1415,https://districtr.org/COI/30280,coi,SW Missouri Ag Community,,An agricultural community,SW Missouri,1,Cape Fair
214,1416,https://districtr.org/COI/30281,coi,Rolla Adjacent,This Community is Rolla and Rolla adjacent communities,This Community is Rolla and Rolla adjacent communities,Rolla Area,1,Waynesville
215,1419,https://districtr.org/COI/30283,coi,Lake Area Industries/ Laclede Industries,Two sheltered workshops that serve the south area of the lake. Sheltered workshops employ adults with developmental disabilities who make the choice to work in a workshop and contribute to their community and the economy.,Two sheltered workshops that serve the south area of the lake.,Lake Area Industries and Laclede Industries,1,Linn Creek
216,1420,https://districtr.org/COI/30291,coi,Greater Lebanon Area ,"People in this region all consider themselves part of the Lebanon community. They work here. They shop here. They get the medical care that they can access here, but for many procedures they have to travel either to the Lake of The Ozarks or Springfield. The economy of this part of the state is wildly diverse; Lebanon is a huge manufacturing hub boasting several different types of industry, but the workers are generally underpaid, and live just above the poverty line. The community also supports a tourism economy due to its access to the Niangua River. Additionally, there is a lot of agriculture outside of the urban center of Lebanon proper. ","People in this region all consider themselves part of the Lebanon community. They work here. They shop here. They get the medical care that they can access here, but for many procedures they have to travel either to the Lake of The Ozarks or Springfield. The economy of this part of the state is wildly diverse; Lebanon is a huge manufacturing hub boasting several different types of industry, but the workers are generally underpaid, and live just above the poverty line. The community also supports a tourism economy due to its access to the Niangua River. Additionally, there is a lot of agriculture outside of the urban center of Lebanon proper. ",Greater Lebanon Community,1,
217,1557,https://districtr.org/COI/30296,coi,Fort Zumwalt School District ,Fort Zumwalt School District St Charles County,Fort Zumwalt School District,LWV SD02 SD23 Fort Zumwalt School District,1,O'Fallon
218,1558,https://districtr.org/COI/30297,coi,St. Charles School District ,St. Charles School District St Charles County,St. Charles School District,LWV SD02 SD23 St. Charles School District,1,O'Fallon
219,1559,https://districtr.org/COI/30298,coi,Francis Howell School District ,Francis Howell School District St Charles County,Francis Howell School District,LWV SD02 SD23 Francis Howell School District,1,O'Fallon
220,1560,https://districtr.org/COI/30300,coi,Wentzville School District ,Wentzville School District St Charles County,Wentzville School District,LWV SD02 Wentzville School District,1,O'Fallon
221,1562,https://districtr.org/COI/30301,coi,Orchard Farm School District ,Orchard Farm School District St Charles County,Orchard Farm School District,LWV SD23 Orchard Farm School District,1,O'Fallon
222,1563,https://districtr.org/COI/30302,coi,Washington School District ,Washington School District St Charles County,Washington School District,LWV SD02 Washington School District,1,O'Fallon
223,1564,https://districtr.org/COI/30303,coi,Lindenwood University St Charles County,Lindenwood University St Charles County,Lindenwood University Community,LWV SD23 Lindenwood University,1,O'Fallon
224,1565,https://districtr.org/COI/30304,coi,Midwest University St Charles County,Midwest University St Charles County,Midwest University Community,LWV SD02 Midwest University,1,O'Fallon
225,1566,https://districtr.org/COI/30305,coi,St. Charles Community College ,St. Charles Community College St Charles County,St. Charles Community College,LWV SD02 St. Charles Community College,1,O'Fallon
226,1567,https://districtr.org/COI/30306,coi, St Charles High School , St Charles High School St Charles County,St Charles High School,LWV SD23 St Charles High School,1,O'Fallon
227,1568,https://districtr.org/COI/30308,coi, St Charles West High School , St Charles West High School St Charles County,St Charles West High School,LWV SD23 St Charles West High School,1,O'Fallon
228,1569,https://districtr.org/COI/30310,coi, Francis Howell North High School , Francis Howell North High School St Charles County,Francis Howell North High School,LWV SD23 Francis Howell North High School,1,St Louis
229,1570,https://districtr.org/COI/30312,coi,  Francis Howell Central High School ,  Francis Howell Central High School St Charles County,Francis Howell Central High School,LWV SD02 SD23 Francis Howell Central High School,1,O'Fallon
230,1571,https://districtr.org/COI/30313,coi,  Francis Howell High School ,  Francis Howell High School St Charles County,Francis Howell High School,LWV SD02 SD23 Francis Howell High School,1,O'Fallon
231,1572,https://districtr.org/COI/30315,coi,  Fort Zumwalt East High School ,  Fort Zumwalt East High School St Charles County,Fort Zumwalt East High School,LWV SD02 SD23 Fort Zumwalt East High School,1,O'Fallon
232,1573,https://districtr.org/COI/30316,coi,  Fort Zumwalt North High School ,  Fort Zumwalt North High School St Charles County,Fort Zumwalt North High School,LWV SD02 SD23 Fort Zumwalt North High School,1,O'Fallon
233,1574,https://districtr.org/COI/30317,coi, Fort Zumwalt South High School , Fort Zumwalt South High School St Charles County,,Community 1,1,O'Fallon
