,id,link,type,pseudo_coi,title,text,area_text,area_name,num_areas,city
98,2470,https://districtr.org/COI/14354,coi,,E_Cleveland,,"Went to school in Cleveland Heights.

East Cle is mostly black. And Cleveland heights is more diverse. 

East Cle doesn't have resource.


East Cle Issues: Road quality; supporting small businesses. 

Cleveland Heights Issues: Policing; local politics, recycling, affordable housing, gen

Euclid Issue: Enirvo, jail, policing

Anything missing: segregation and school funding. 
",East Cleveland Community,1,
102,963,https://districtr.org/coi/15127,coi,,North Canton 1,,Small town feel in the suburbs,North Canton 1,1,
106,2468,https://districtr.org/COI/15529,coi,,Carrie,,,Community 1,1,
107,2467,https://districtr.org/COI/16759,coi,,OEC-Callia'sMap,,"I live and work in Columbus north of Grandview Heights but grocery shop, recreate, access green space, have appts in Clintonville and parts of OSU campus. My community is centered on the Olentangy River and bike path which is a predominant source of transportation for me. 
Assets:
- Proximity to bike trail which connects me to parks, ravines, and more sidewalk accessible neighborhoods than what is nearby in the industrial part of Grandview where I live
- Olentangy Wetlands provides green space, contributes to healthy water and a air 
- Iuka Ravine, Glen Echo Park, Walhalla Ravine, Park of Roses provide safe spaces to meet and socialize during COVID 19 
Vision:
- District that encompasses these environmental assets so I can advocate to a representative to protect the areas that provide healthy air, water, and land access to residents. Currently, my community is divided up into multiple districts. I moved recently from the campus area to Grandview and although it is a 10 min drive distance within ""my community"", I switched districts and representation. 
- District that encompasses natural hazards that affect my community. Currently, a natural gas plant is being build a few blocks from my home but is technically not in my district. I want to be able to advocate to my representative against hazards that effect my community. 
- Representative that understands the ""green lining"" in Columbus with access to green space associated with financial privilege. Communities may extend in unique ways based on where residents go to meet their needs (fresh groceries, means of transportation, outdoor spaces)",Callia's Community,1,
108,2466,https://districtr.org/COI/17016,coi,,NPCO,,"Predominately non-students and lower income folks (unlike the east side areas where many faculty live). Some upperclassmen/grad students off of Union - didn't include the area next to Miller's Chicken/ that includes Brown ave because even though that is an important part of the west side, once you cross high street you're in a campus area.",West Side/Non-Student Areas,1,
109,2465,https://districtr.org/COI/17160,coi,,CV.DJ.COMM,,"Boundaries: 94 Outside Payne Seminary (Wilberforce -Clifton Rd) 

Wilberforce & Central State are both apart of the community.  

Xenia- Where we get items for our daily needs. 

People that live here: School (African-American & young), neighboring housing (Caucasian/White & old and middle age). 

Students: Migrants from Midwest states

Issues/Concerns: 
1. During the pandemic -Lack of financial support & support in general around what is required of students.  Any financial support that was given was distributed well past the immediate need. 

2. Cost & Housing Quality. Cost is high but conditions are poor. 

3. Voting Access - Not sufficient transportation to Board of Elections. 

4. Voter Suppression - High volume of provisional ballots casted by students and ballots being thrown out. 

",DJ ,1,
110,2464,https://districtr.org/COI/18100,coi,,PP.TA.COMM,,"Development, Growing Population: Selling farmland and building subdivisions.

Eastgate (Suburban): Mall, Grocery Stores, etc. Main center for resources. 

Williamsburg: Rual School Districts are combining resources to provide students what they need. Funding is a challenge and the burden is put on the community. Kids are expected to go to schools that are not in close proximity to their homes. 

Issues: Opioid addiction, developments bring  environmental concerns due to  manufacturing plants. 

This community is more suburban/rual. Right on the river. Not considered Appalachia.

Predominately White & Non-practicing Evangelicals. Most of the people of color who do live here is biracial. Jobs - most are manufacturing jobs and folks have to commute to work via 275 to go to the Blue  Ash  area. 

People live here, but don't work here. 

Townships recents dissolved. ",East Fork Community ,1,
111,2463,https://districtr.org/COI/18105,coi,,ED.MK.COMM,,"Blue Ash, Montgomery, Symmes Township, & Sycamore Township. 

All one school system.  Gerrymandered into two districts. 

22nd School district in the state of Ohio. 
About 20% people of color (Black, Asian, & Indian, very few Latin) about 80% white. 

Educated & white collar. 

Mostly single family homes",Sycamore Community,1,
113,2461,https://districtr.org/COI/19777,coi,,OOC.PJH.COMMS,,"Working Class Neighborhood.
McMillian is a black business corridor. 
Issues: Housing, community safety, and economic justice. 


",Walnut Hills,1,
114,2460,https://districtr.org/COI/20268,coi,,AOTL-Ohio,,"West Side of Youngstown. A lot of old West Siders, older people, seniors, retirees from the old steel mills, stick together, old immigration (Slavic and Italian). European and Italian culture. Four or five churches. Used to be a bar on every corner for the steel workers. Low income community. ",Olga Irwin,1,
115,2458,https://districtr.org/COI/22090,coi,,OOC.MS.COMM,,"North: Top of 13th Ave
East: Stelzer Rd
West: 670
South: Broad St.

Who lives here: Mostly black. Borders a more affluent jewish community in Bexley. Older population. Mix of home owners and renters. A few home-based childcare providers in the area. 
Issues: Transportation, environmental health issues. Policing. School funding. 
Key places: Krumm Park and Rec Center, Columbus Africentric Early College, No hospitals, City of Grace Church. Jeffery Park, Franklin Park. --> Community anchor parks.
What's missing:  No grocery store. New satellite campus for doc appts. The bus lines are bad. Lots of corner stores.

Home school is more than 2 miles from the community. (7 miles away). 

Communities to keep together: Near east side/ east side / Whitehall / and Bexley.
",East Columbus Community,1,
116,2457,https://districtr.org/COI/22108,coi,,OOC.AB.COMM,,"-Not many grocery Stores, our main grocery store(Save A Lot) borders campbell along McCartney
-Not many parks
-There is an Airport(Lansdowne)
-There is a corner store on Lansdowne. 
-Toward the bottom of McGuffy, there is one more corner store, as well as two gas stations
-There is one high school and 2 middle schools
-two elementary schools
-Along the stretch of Albert street there is an old factory that has been turned into a junk yard(U Pull It)",Eastside of Youngstown-COMM,1,
117,2456,https://districtr.org/COI/22110,coi,,OOC.JK.COMM,,"Borders
 - North: Duck Creek Rd/I-71
 - East: Kenwood Road
 - South: Brotherton Rd/Erie Ave
 - West: I-71

Majority white, but multiracial
Some higher-income neighborhoods (in Oakley especially), some lower-income neighborhoods in Madisonville
Lots of new housing, housing prices going up
Community includes multiple grocery/department stores, restaurants, rec center, library, churches, medical facilities, elementary and high schools
Some bus routes, not a lot of bike infrastructure
Madisonville especially at high risk for displacement/gentrification
SW corner of community (Rookwood) is part of a different city (Norwood)",Oakley/Madisonville Community,1,
